,tweet_id,favorites,retweet_count
1879,847157206088847362,21118,6352
1880,847251039262605312,21579,4650
1881,847606175596138505,19807,3668
1882,847842811428974592,5803,1463
1883,847962785489326080,24793,5548
1884,847971574464610304,0,465
1885,848212111729840128,17257,3336
1886,848324959059550208,26111,4978
1887,848690551926992896,26576,4674
1888,849051919805034497,44717,9219
1889,849336543269576704,12044,2044
1890,849412302885593088,16708,3386
1891,849776966551130114,32060,8212
1892,850019790995546112,21517,5289
1893,850145622816686080,17165,4126
1894,850380195714523136,13708,2815
1895,850753642995093505,32628,10021
1896,851224888060895234,21690,6166
1897,851464819735769094,25440,7605
1898,851591660324737024,16985,3721
1899,851861385021730816,0,23
1900,851953902622658560,0,10369
1901,852189679701164033,11990,1695
1902,852226086759018497,20937,7326
1903,852311364735569921,34679,10617
1904,852553447878664193,17132,3763
1905,852672615818899456,15608,2304
1906,852912242202992640,9451,1973
1907,853299958564483072,16206,3811
1908,853639147608842240,36412,10860
1909,853760880890318849,29801,6193
1910,854010172552949760,16843,3348
1911,854120357044912130,33232,7982
1912,854365224396361728,19648,4995
1913,854482394044301312,30471,7329
1914,854732716440526848,23718,6494
1915,855459453768019968,31036,8729
1916,855851453814013952,46982,18702
1917,856282028240666624,28589,6673
1918,856526610513747968,12212,1988
1919,856543823941562368,16815,3042
1920,857029823797047296,19525,4219
1921,857263160327368704,20636,4769
1922,857393404942143489,6105,1718
1923,857746408056729600,35312,11159
1924,857989990357356544,16605,2716
1925,858107933456039936,16199,3058
1926,858471635011153920,22151,5085
1927,858843525470990336,15991,3647
1928,859074603037188101,34880,14274
1929,859196978902773760,92476,31734
1930,859607811541651456,19106,1651
1931,859851578198683649,15814,3664
1932,859924526012018688,20058,4291
1933,860184849394610176,17131,6114
1934,860276583193509888,18781,3633
1935,860524505164394496,24227,5516
1936,860563773140209665,7703,2256
1937,860924035999428608,0,854
1938,861005113778896900,17152,3981
1939,861288531465048066,17623,4347
1940,861383897657036800,36945,11154
1941,862096992088072192,76421,24310
1942,862457590147678208,21037,5176
1943,862722525377298433,17472,3686
1944,862831371563274240,19616,5284
1945,863062471531167744,8737,2576
1946,863079547188785154,8964,1145
1947,863432100342583297,24321,5480
1948,863553081350529029,15611,4339
1949,863907417377173506,21059,4299
1950,864197398364647424,30812,9292
1951,864279568663928832,14923,3162
1952,864873206498414592,32956,9043
1953,865006731092295680,28550,7947
1954,865359393868664832,26989,5183
1955,865718153858494464,26076,5804
1956,866334964761202691,53571,14985
1957,866450705531457537,124463,36460
1958,866686824827068416,19675,3608
1959,867051520902168576,32774,8142
1960,867072653475098625,0,131
1961,867421006826221569,16404,2592
1962,867774946302451713,34490,7562
1963,867900495410671616,24508,4302
1964,868552278524837888,10308,2159
1965,868622495443632128,27596,5941
1966,868880397819494401,66472,14937
1967,869227993411051520,20666,3900
1968,869596645499047938,16163,3219
1969,869702957897576449,28564,6502
1970,869772420881756160,42851,10318
1971,870063196459192321,37041,8576
1972,870308999962521604,22023,4257
1973,870374049280663552,83438,26879
1974,870656317836468226,12546,2710
1975,870804317367881728,33913,6364
1976,871032628920680449,22827,3885
1977,871515927908634625,20357,3523
1978,871762521631449091,20390,3548
1979,871879754684805121,38291,11455
1980,872122724285648897,34650,8287
1981,872261713294495745,34440,6454
1982,872486979161796608,40920,9178
1983,872620804844003328,20894,3775
1984,872820683541237760,14787,3759
1985,872967104147763200,27512,5496
1986,873213775632977920,7298,1613
1987,873580283840344065,24351,4012
1988,874012996292530176,34808,10633
1989,874057562936811520,22724,4016
1990,874296783580663808,26136,4179
1991,874680097055178752,27925,4710
1992,875021211251597312,25549,4784
1993,875144289856114688,21976,4992
1994,875747767867523072,25260,4353
1995,876120275196170240,27987,4755
1996,876484053909872640,18809,2433
1997,876838120628539392,20711,3408
1998,877201837425926144,27191,5668
1999,877316821321428993,27397,5234
2000,877556246731214848,22795,3869
2001,877611172832227328,0,81
2002,877736472329191424,80022,19394
2003,878057613040115712,42109,6916
2004,878281511006478336,7767,1310
2005,878776093423087618,19396,4167
2006,879008229531029506,18987,2722
2007,879050749262655488,22623,4767
2008,879376492567855104,16786,3151
2009,879415818425184262,106011,44629
2010,879492040517615616,23432,3218
2011,879862464715927552,22325,3531
2012,880095782870896641,27658,4403
2013,880221127280381952,27111,4274
2014,880465832366813184,28556,6350
2015,880872448815771648,21319,3858
2016,880935762899988482,17020,2803
2017,881268444196462592,23087,5201
2018,881536004380872706,49501,16140
2019,881666595344535552,50603,10777
2020,881906580714921986,24317,3423
2021,882045870035918850,29389,5033
2022,882268110199369728,45019,11711
2023,882627270321602560,27917,6150
2024,882762694511734784,28339,4963
2025,882992080364220416,23970,3956
2026,883117836046086144,37249,6732
2027,883360690899218434,22576,3712
2028,883482846933004288,45994,10044
2029,883838122936631299,21915,3477
2030,884162670584377345,20403,3011
2031,884441805382717440,27000,5697
2032,884562892145688576,24314,4908
2033,884876753390489601,27959,5835
2034,884925521741709313,77578,18596
2035,885167619883638784,21964,4414
2036,885311592912609280,0,18725
2037,885528943205470208,36028,6488
2038,885984800019947520,32725,6867
2039,886258384151887873,28002,6339
2040,886366144734445568,21214,3219
2041,886680336477933568,22448,4504
2042,886736880519319552,12088,3324
2043,886983233522544640,35180,7830
2044,887101392804085760,30560,6005
2045,887343217045368832,33708,10489
2046,887473957103951883,69168,18383
2047,887517139158093824,46264,11755
2048,887705289381826560,30221,5437
2049,888078434458587136,21774,3522
2050,888554962724278272,19926,3612
2051,888804989199671297,25606,4382
2052,888917238123831296,29105,4528
2053,889278841981685760,25322,5475
2054,889531135344209921,15108,2254
2055,889638837579907072,27192,4579
2056,889665388333682689,48154,10143
2057,889880896479866881,27806,5008
2058,890006608113172480,30671,7395
2059,890240255349198849,31957,7475
2060,890609185150312448,27786,4299
2061,890729181411237888,65573,19045
2062,890971913173991426,11864,2088
2063,891087950875897856,20237,3136
2064,891327558926688256,40345,9476
2065,891689557279858688,42190,8707
2066,891815181378084864,25046,4190
2067,892177421306343426,33259,6313
2068,892420643555336193,38826,8592
